Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,95,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this.btnGenerateEmployeeID.UseVisualStyleBackColor = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,94,12,T:System.Windows.Forms.Button,,,,,"this.btnGenerateEmployeeID.Text = ""Generate Employee Id"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,94,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.btnGenerateEmployeeID.Text = ""Generate Employee Id"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,93,12,T:System.Windows.Forms.Button,,,,,this.btnGenerateEmployeeID.TabIndex = 6;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,93,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.btnGenerateEmployeeID.TabIndex = 6;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,92,12,T:System.Windows.Forms.Button,,,,,"this.btnGenerateEmployeeID.Size = new System.Drawing.Size(333, 42);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,92,12,P:System.Windows.Forms.Control.Size,,,,,"this.btnGenerateEmployeeID.Size = new System.Drawing.Size(333, 42);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,91,12,T:System.Windows.Forms.Button,,,,,"this.btnGenerateEmployeeID.Name = ""btnGenerateEmployeeID"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,91,12,P:System.Windows.Forms.Control.Name,,,,,"this.btnGenerateEmployeeID.Name = ""btnGenerateEmployeeID"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,90,12,T:System.Windows.Forms.Button,,,,,"this.btnGenerateEmployeeID.Location = new System.Drawing.Point(158, 162);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,90,12,P:System.Windows.Forms.Control.Location,,,,,"this.btnGenerateEmployeeID.Location = new System.Drawing.Point(158, 162);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,86,12,T:System.Windows.Forms.Label,,,,,"this.label3.Text = ""Employee ID"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,86,12,P:System.Windows.Forms.Label.Text,,,,,"this.label3.Text = ""Employee ID"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,85,12,T:System.Windows.Forms.Label,,,,,this.label3.TabIndex = 4;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,85,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.label3.TabIndex = 4;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,84,12,T:System.Windows.Forms.Label,,,,,"this.label3.Size = new System.Drawing.Size(114, 24);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,84,12,P:System.Windows.Forms.Control.Size,,,,,"this.label3.Size = new System.Drawing.Size(114, 24);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,83,12,T:System.Windows.Forms.Label,,,,,"this.label3.Name = ""label3"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,83,12,P:System.Windows.Forms.Control.Name,,,,,"this.label3.Name = ""label3"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,82,12,T:System.Windows.Forms.Label,,,,,"this.label3.Location = new System.Drawing.Point(38, 245);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,82,12,P:System.Windows.Forms.Control.Location,,,,,"this.label3.Location = new System.Drawing.Point(38, 245);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,81,12,T:System.Windows.Forms.Label,,,,,this.label3.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,81,12,P:System.Windows.Forms.Label.AutoSize,,,,,this.label3.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,77,12,T:System.Windows.Forms.TextBox,,,,,this.tboxEmployeeID.TabIndex = 5;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,77,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.tboxEmployeeID.TabIndex = 5;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,76,12,T:System.Windows.Forms.TextBox,,,,,"this.tboxEmployeeID.Size = new System.Drawing.Size(333, 32);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,76,12,P:System.Windows.Forms.Control.Size,,,,,"this.tboxEmployeeID.Size = new System.Drawing.Size(333, 32);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,75,12,T:System.Windows.Forms.TextBox,,,,,this.tboxEmployeeID.ReadOnly = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,75,12,P:System.Windows.Forms.TextBoxBase.ReadOnly,,,,,this.tboxEmployeeID.ReadOnly = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,74,12,T:System.Windows.Forms.TextBox,,,,,"this.tboxEmployeeID.Name = ""tboxEmployeeID"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,74,12,P:System.Windows.Forms.Control.Name,,,,,"this.tboxEmployeeID.Name = ""tboxEmployeeID"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,73,12,T:System.Windows.Forms.TextBox,,,,,"this.tboxEmployeeID.Location = new System.Drawing.Point(158, 242);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,73,12,P:System.Windows.Forms.Control.Location,,,,,"this.tboxEmployeeID.Location = new System.Drawing.Point(158, 242);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,69,12,T:System.Windows.Forms.Label,,,,,"this.label2.Text = ""Last Name"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,69,12,P:System.Windows.Forms.Label.Text,,,,,"this.label2.Text = ""Last Name"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,68,12,T:System.Windows.Forms.Label,,,,,this.label2.TabIndex = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,68,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.label2.TabIndex = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,67,12,T:System.Windows.Forms.Label,,,,,"this.label2.Size = new System.Drawing.Size(97, 24);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,67,12,P:System.Windows.Forms.Control.Size,,,,,"this.label2.Size = new System.Drawing.Size(97, 24);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,66,12,T:System.Windows.Forms.Label,,,,,"this.label2.Name = ""label2"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,66,12,P:System.Windows.Forms.Control.Name,,,,,"this.label2.Name = ""label2"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,65,12,T:System.Windows.Forms.Label,,,,,"this.label2.Location = new System.Drawing.Point(38, 106);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,65,12,P:System.Windows.Forms.Control.Location,,,,,"this.label2.Location = new System.Drawing.Point(38, 106);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,64,12,T:System.Windows.Forms.Label,,,,,this.label2.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,64,12,P:System.Windows.Forms.Label.AutoSize,,,,,this.label2.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,60,12,T:System.Windows.Forms.TextBox,,,,,this.tboxLastName.TabIndex = 3;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,60,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.tboxLastName.TabIndex = 3;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,59,12,T:System.Windows.Forms.TextBox,,,,,"this.tboxLastName.Size = new System.Drawing.Size(333, 32);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,59,12,P:System.Windows.Forms.Control.Size,,,,,"this.tboxLastName.Size = new System.Drawing.Size(333, 32);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,58,12,T:System.Windows.Forms.TextBox,,,,,"this.tboxLastName.Name = ""tboxLastName"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,58,12,P:System.Windows.Forms.Control.Name,,,,,"this.tboxLastName.Name = ""tboxLastName"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,57,12,T:System.Windows.Forms.TextBox,,,,,"this.tboxLastName.Location = new System.Drawing.Point(158, 103);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,57,12,P:System.Windows.Forms.Control.Location,,,,,"this.tboxLastName.Location = new System.Drawing.Point(158, 103);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,53,12,T:System.Windows.Forms.TextBox,,,,,this.tboxFirstName.TabIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,53,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.tboxFirstName.TabIndex = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,52,12,T:System.Windows.Forms.TextBox,,,,,"this.tboxFirstName.Size = new System.Drawing.Size(333, 32);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,52,12,P:System.Windows.Forms.Control.Size,,,,,"this.tboxFirstName.Size = new System.Drawing.Size(333, 32);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,51,12,T:System.Windows.Forms.TextBox,,,,,"this.tboxFirstName.Name = ""tboxFirstName"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,51,12,P:System.Windows.Forms.Control.Name,,,,,"this.tboxFirstName.Name = ""tboxFirstName"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,50,12,T:System.Windows.Forms.TextBox,,,,,"this.tboxFirstName.Location = new System.Drawing.Point(158, 35);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,50,12,P:System.Windows.Forms.Control.Location,,,,,"this.tboxFirstName.Location = new System.Drawing.Point(158, 35);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,46,12,T:System.Windows.Forms.Label,,,,,"this.label1.Text = ""First Name"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,46,12,P:System.Windows.Forms.Label.Text,,,,,"this.label1.Text = ""First Name"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,45,12,T:System.Windows.Forms.Label,,,,,this.label1.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,45,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.label1.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,44,12,T:System.Windows.Forms.Label,,,,,"this.label1.Size = new System.Drawing.Size(100, 24);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,44,12,P:System.Windows.Forms.Control.Size,,,,,"this.label1.Size = new System.Drawing.Size(100, 24);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,43,12,T:System.Windows.Forms.Label,,,,,"this.label1.Name = ""label1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,43,12,P:System.Windows.Forms.Control.Name,,,,,"this.label1.Name = ""label1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,42,12,T:System.Windows.Forms.Label,,,,,"this.label1.Location = new System.Drawing.Point(38, 38);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,42,12,P:System.Windows.Forms.Control.Location,,,,,"this.label1.Location = new System.Drawing.Point(38, 38);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,41,12,T:System.Windows.Forms.Label,,,,,this.label1.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,41,12,P:System.Windows.Forms.Label.AutoSize,,,,,this.label1.AutoSize = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,37,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.SuspendLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,36,12,T:System.Windows.Forms.Button,,,,,this.btnGenerateEmployeeID = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,36,12,M:System.Windows.Forms.Button.#ctor,,,,,this.btnGenerateEmployeeID = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,36,12,T:System.Windows.Forms.Button,,,,,this.btnGenerateEmployeeID = new System.Windows.Forms.Button();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,35,12,T:System.Windows.Forms.Label,,,,,this.label3 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,35,12,M:System.Windows.Forms.Label.#ctor,,,,,this.label3 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,35,12,T:System.Windows.Forms.Label,,,,,this.label3 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,34,12,T:System.Windows.Forms.TextBox,,,,,this.tboxEmployeeID = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,34,12,M:System.Windows.Forms.TextBox.#ctor,,,,,this.tboxEmployeeID = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,34,12,T:System.Windows.Forms.TextBox,,,,,this.tboxEmployeeID = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,33,12,T:System.Windows.Forms.Label,,,,,this.label2 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,33,12,M:System.Windows.Forms.Label.#ctor,,,,,this.label2 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,33,12,T:System.Windows.Forms.Label,,,,,this.label2 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,32,12,T:System.Windows.Forms.TextBox,,,,,this.tboxLastName = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,32,12,M:System.Windows.Forms.TextBox.#ctor,,,,,this.tboxLastName = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,32,12,T:System.Windows.Forms.TextBox,,,,,this.tboxLastName = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,31,12,T:System.Windows.Forms.TextBox,,,,,this.tboxFirstName = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,31,12,M:System.Windows.Forms.TextBox.#ctor,,,,,this.tboxFirstName = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,31,12,T:System.Windows.Forms.TextBox,,,,,this.tboxFirstName = new System.Windows.Forms.TextBox();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,30,12,T:System.Windows.Forms.Label,,,,,this.label1 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,30,12,M:System.Windows.Forms.Label.#ctor,,,,,this.label1 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,30,12,T:System.Windows.Forms.Label,,,,,this.label1 = new System.Windows.Forms.Label();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.Designer.cs,19,12,M:System.Windows.Forms.Form.Dispose(System.Boolean),,,,,base.Dispose(disposing);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.cs,23,12,T:System.Windows.Forms.TextBox,,,,,"tboxEmployeeID.Text = employeeProcessor.GenerateID(tboxFirstName.Text, tboxLastName.Text);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.cs,23,12,P:System.Windows.Forms.TextBox.Text,,,,,"tboxEmployeeID.Text = employeeProcessor.GenerateID(tboxFirstName.Text, tboxLastName.Text);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.cs,23,12,T:System.Windows.Forms.TextBox,,,,,"tboxEmployeeID.Text = employeeProcessor.GenerateID(tboxFirstName.Text, tboxLastName.Text);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.cs,23,12,P:System.Windows.Forms.TextBox.Text,,,,,"tboxEmployeeID.Text = employeeProcessor.GenerateID(tboxFirstName.Text, tboxLastName.Text);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.cs,23,12,T:System.Windows.Forms.TextBox,,,,,"tboxEmployeeID.Text = employeeProcessor.GenerateID(tboxFirstName.Text, tboxLastName.Text);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.cs,23,12,P:System.Windows.Forms.TextBox.Text,,,,,"tboxEmployeeID.Text = employeeProcessor.GenerateID(tboxFirstName.Text, tboxLastName.Text);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.cs,15,8,M:System.Windows.Forms.Form.#ctor,,,,,public EmployeeInfo()          {              InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.cs,15,8,M:System.Windows.Forms.Form.#ctor,,,,,public EmployeeInfo()          {              InitializeComponent();          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,DRY.WinForms\DRY.WinForms.csproj,File,DRY.WinForms\EmployeeInfo.cs,13,40,T:System.Windows.Forms.Form,,,,,Form
